;Date;Team1;Team2;Map;Event;event_type;event_tier
0;30/11/13;fnatic (16);Ninjas in Pyjamas (2);trn  Train;DreamHack Winter 2013;Majors;S
1;30/11/13;Ninjas in Pyjamas (16);fnatic (6);inf  Inferno;DreamHack Winter 2013;Majors;S
2;30/11/13;fnatic (16);Ninjas in Pyjamas (14);d2  Dust2;DreamHack Winter 2013;Majors;S
3;30/11/13;Complexity (7);fnatic (16);mrg  Mirage;DreamHack Winter 2013;Majors;S
4;30/11/13;fnatic (16);Complexity (7);inf  Inferno;DreamHack Winter 2013;Majors;S
5;30/11/13;Ninjas in Pyjamas (16);VeryGames (5);nuke  Nuke;DreamHack Winter 2013;Majors;S
6;30/11/13;VeryGames (16);Ninjas in Pyjamas (6);inf  Inferno;DreamHack Winter 2013;Majors;S
7;30/11/13;Ninjas in Pyjamas (16);VeryGames (13);d2  Dust2;DreamHack Winter 2013;Majors;S
8;29/11/13;Astana Dragons (12);Complexity (16);inf  Inferno;DreamHack Winter 2013;Majors;S
9;29/11/13;Complexity (16);Astana Dragons (7);d2  Dust2;DreamHack Winter 2013;Majors;S
10;29/11/13;Complexity (9);Astana Dragons (16);nuke  Nuke;DreamHack Winter 2013;Majors;S
11;29/11/13;VeryGames (16);CPH Wolves (12);mrg  Mirage;DreamHack Winter 2013;Majors;S
12;29/11/13;VeryGames (5);CPH Wolves (16);inf  Inferno;DreamHack Winter 2013;Majors;S
13;29/11/13;VeryGames (16);CPH Wolves (6);d2  Dust2;DreamHack Winter 2013;Majors;S
14;29/11/13;Reason (13);Astana Dragons (16);nuke  Nuke;DreamHack Winter 2013;Majors;S
15;29/11/13;SK (3);Reason (16);inf  Inferno;DreamHack Winter 2013;Majors;S
16;29/11/13;CPH Wolves (16);Astana Dragons (7);nuke  Nuke;DreamHack Winter 2013;Majors;S
17;29/11/13;CPH Wolves (16);SK (11);inf  Inferno;DreamHack Winter 2013;Majors;S
18;29/11/13;Astana Dragons (16);Reason (11);inf  Inferno;DreamHack Winter 2013;Majors;S
19;29/11/13;n!faculty (9);VeryGames (16);d2  Dust2;DreamHack Winter 2013;Majors;S
20;29/11/13;Complexity (16);VeryGames (14);inf  Inferno;DreamHack Winter 2013;Majors;S
21;29/11/13;Xapso (5);n!faculty (16);trn  Train;DreamHack Winter 2013;Majors;S
22;29/11/13;Xapso (8);VeryGames (16);inf  Inferno;DreamHack Winter 2013;Majors;S
23;29/11/13;Complexity (16);n!faculty (5);inf  Inferno;DreamHack Winter 2013;Majors;S
24;28/11/13;LGB (7);Ninjas in Pyjamas (16);inf  Inferno;DreamHack Winter 2013;Majors;S
25;28/11/13;LGB (9);Ninjas in Pyjamas (16);trn  Train;DreamHack Winter 2013;Majors;S
26;28/11/13;LGB (16);Ninjas in Pyjamas (14);d2  Dust2;DreamHack Winter 2013;Majors;S
27;28/11/13;fnatic (16);Recursive (10);trn  Train;DreamHack Winter 2013;Majors;S
28;28/11/13;Recursive (16);fnatic (13);d2  Dust2;DreamHack Winter 2013;Majors;S
29;28/11/13;fnatic (16);Recursive (9);inf  Inferno;DreamHack Winter 2013;Majors;S
30;28/11/13;UniversalSoldiers (13);Recursive (16);inf  Inferno;DreamHack Winter 2013;Majors;S
31;28/11/13;UniversalSoldiers (4);Ninjas in Pyjamas (16);inf  Inferno;DreamHack Winter 2013;Majors;S
32;28/11/13;iBUYPOWER (8);Recursive (16);inf  Inferno;DreamHack Winter 2013;Majors;S
33;28/11/13;UniversalSoldiers (16);iBUYPOWER (9);d2  Dust2;DreamHack Winter 2013;Majors;S
34;28/11/13;Ninjas in Pyjamas (16);Recursive (13);inf  Inferno;DreamHack Winter 2013;Majors;S
35;28/11/13;LGB (16);Clan-Mystik (2);inf  Inferno;DreamHack Winter 2013;Majors;S
36;28/11/13;Clan-Mystik (6);fnatic (16);inf  Inferno;DreamHack Winter 2013;Majors;S
37;28/11/13;LGB (16);Natus Vincere (13);mrg  Mirage;DreamHack Winter 2013;Majors;S
38;28/11/13;Natus Vincere (9);fnatic (16);mrg  Mirage;DreamHack Winter 2013;Majors;S
39;28/11/13;Clan-Mystik (16);LGB (14);d2  Dust2;DreamHack Winter 2013;Majors;S
